Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	tree_length
2916	-3788.155	-3931.797	143.642	0.231468	0.423055	0.576945	0.768533	2.405382	0.343663	0.0649841	0.0789228	0.0694445	0.0964922	0.00822011	0.0196336	0.0573397	0.0707453	0.0584143	0.0195697	0.107126	0.0440886	0.0539106	0.170114	0.0671761	0.150059	0.116127	0.241383	0.0219028	0.150647	0.165663	0.0717714	0.0383238	0.0218823	0.0736533	0.0673694	0.0478638	0.053086	0.0264259	0.0559675	0.0697506	0.0666837	0.0636868	0.121471	0.0236428	0.0937134	0.23126	0.0337101	0.0269144	0.0049277	0.0141713	0.0393416	0.0183041	0.0204807	0.00754768	0.129645	0.0172973	0.0353767	0.284642	0.240352	0.0275142	0.193009	0.0529594	0.0302358	0.0105614	0.0257566	0.0234628	0.0465377	0.141764	0.0577297	0.0603882	0.142037	0.0233405	0.0695416	0.157293	0.00042371	0.0106994	0.317758	0.0363416	0.0213622	0.0868364	0.0170907	0.574862	0.0993152	0.0386618	0.028408	0.214493	0.0166303	0.0359319	0.118943	0.0487288	0.0261456	0.0425178	0.0315508	0.0117421	0.0418643	0.0450184	0.0633436	0.228676	0.313378	0.144102	0.313844	0.353002	0.601797	0.853478	1.17168	1.66169	2.83284	0.7529179	0.0479595	0.00906879	0.011014	0.00969125	0.0134659	0.00114715	0.00273994	0.00800198	0.00987278	0.00815195	0.00273103	0.0149499	0.00615273	0.00752344	0.0237401	0.00937469	0.0209414	0.016206	0.033686	0.00305662	0.0210234	0.0231189	0.010016	0.00534824	0.00305376	0.0102786	0.00940167	0.00667958	0.00740836	0.00368783	0.00781049	0.00973397	0.00930598	0.00888775	0.0169517	0.00329944	0.0130781	0.0322732	0.00470438	0.00375601	0.00068768	0.00197766	0.00549027	0.00255441	0.00285817	0.00105331	0.0180925	0.00241391	0.00493696	0.0397229	0.033542	0.00383972	0.0269352	0.00739069	0.00421952	0.00147388	0.00359444	0.00327432	0.00649453	0.0197837	0.00805641	0.00842741	0.0198218	0.00325725	0.00970481	0.0219508	5.91304e-05	0.00149315	0.0443444	0.00507161	0.00298118	0.0121184	0.00238507	0.0802242	0.0138598	0.00539541	0.00396444	0.0299333	0.00232082	0.00501444	0.016599	0.0068003	0.00364872	0.00593352	0.00440304	0.00163866	0.00584232	0.0062825	0.00883985	7.165688
2952	-3783.936	-3929.812	145.8756	0.229518	0.422345	0.577654	0.770483	2.36462	0.320616	0.115521	0.0617471	0.0506687	0.0430854	0.021258	0.00460005	0.0256071	0.0645617	0.100916	0.0515877	0.158562	0.0241212	0.0992312	0.0607672	0.0947236	0.0991771	0.046203	0.167415	0.0443054	0.134544	0.129404	0.0552112	0.00304432	0.00517244	0.0675279	0.0969527	0.0101376	0.0341007	0.0306518	0.0638441	0.0614069	0.0602497	0.0293982	0.0774429	0.0105795	0.0437902	0.293783	0.0281579	0.00192693	0.0105159	0.0123479	0.0312158	0.00227309	0.0121111	0.0151763	0.0145558	0.299624	0.0179913	0.0171551	0.137989	0.0365795	0.10511	0.0434207	0.110318	0.0934894	0.0409026	0.13205	0.0546759	0.344578	0.0106597	0.0470933	0.150316	0.00575267	0.0738027	0.063296	0.0691168	0.0676142	0.0191667	0.0108065	0.161703	0.00120978	0.0262228	0.0702986	0.00526184	0.081197	0.0220112	0.00410278	0.0816278	0.0965172	0.0445071	0.0565558	0.0751806	0.15078	0.00228323	0.0765711	0.0356226	0.0235445	0.0251587	0.27654	0.0789802	0.320483	0.323997	0.362433	0.609585	0.856909	1.16699	1.64046	2.75913	0.733853	0.0535962	0.0193112	0.010322	0.00847012	0.00720243	0.00355362	0.000768974	0.00428066	0.0107926	0.0168698	0.00862374	0.0265063	0.00403226	0.0165881	0.0101582	0.0158346	0.0165791	0.00772359	0.0279861	0.00740638	0.0224913	0.0216319	0.00922947	0.000508909	0.000864659	0.0112884	0.0162073	0.00169467	0.0057005	0.00512395	0.0106726	0.0102652	0.0100717	0.00491439	0.0129459	0.00176854	0.00732026	0.0491107	0.00470706	0.000322119	0.00175791	0.00206415	0.00521824	0.000379984	0.00202457	0.00253697	0.00243324	0.0500871	0.00300754	0.00286776	0.0230672	0.00611486	0.0175709	0.00725849	0.0184414	0.0156283	0.00683754	0.0220743	0.00913998	0.0576019	0.00178194	0.00787243	0.0251279	0.000961653	0.0123373	0.010581	0.011554	0.0113028	0.00320403	0.00180649	0.0270314	0.000202235	0.00438358	0.0117516	0.000879604	0.0135734	0.00367953	0.000685848	0.0136454	0.0161344	0.00744009	0.00945423	0.0125677	0.0252054	0.000381679	0.0128001	0.0059549	0.00393585	0.00420569	5.98206
2988	-3792.782	-3938.002	145.2202	0.2899	0.442653	0.557347	0.7101	4.193178	0.0979617	0.0807956	0.0475335	0.0352402	0.0310808	0.0243414	0.00607102	0.0382547	0.0410794	0.0863439	0.027115	0.120669	0.0367183	0.0498268	0.0472779	0.0776901	0.142919	0.0306041	0.244222	0.0155101	0.12708	0.101612	0.0600561	0.0164006	0.00802492	0.0140894	0.0949255	0.00395231	0.119147	0.00763142	0.0752819	0.0276862	0.0915807	0.0574848	0.066459	0.0249095	0.0971583	0.244338	0.0358571	0.00769884	0.0263553	0.0161774	0.0448741	0.00202361	0.0174989	0.0171166	0.00657783	0.365442	0.00691143	0.0649166	0.184155	0.020936	0.0526737	0.0294945	0.0178294	0.115299	0.038078	0.0406437	0.0635001	0.30099	0.0136572	0.0448292	0.0405771	0.0189691	0.0395571	0.0881414	0.0314429	0.160295	0.0339496	0.00945319	0.280801	0.00127069	0.0212923	0.106548	0.0295961	0.0730889	0.0222943	0.0389454	0.135253	0.148503	0.015581	0.0182218	0.0177299	0.130268	0.00350601	0.0520472	0.028162	0.0304305	0.0379043	0.332982	0.0173513	0.0670871	0.58258	0.281191	0.538612	0.824448	1.21293	1.85662	3.5563	0.9173733	0.0172881	0.0142586	0.0083886	0.00621911	0.00548508	0.00429572	0.0010714	0.0067511	0.00724959	0.0152378	0.0047852	0.0212953	0.00647996	0.00879333	0.0083435	0.0137106	0.025222	0.00540094	0.0430998	0.0027372	0.0224268	0.0179322	0.0105986	0.00289434	0.00141622	0.00248647	0.0167522	0.000697495	0.0210268	0.00134678	0.0132856	0.004886	0.0161619	0.0101448	0.0117285	0.00439598	0.0171463	0.0431203	0.00632798	0.00135867	0.00465112	0.00285494	0.00791928	0.000357123	0.00308817	0.00302071	0.00116084	0.0644925	0.00121971	0.0114563	0.0324992	0.00369474	0.00929574	0.00520512	0.00314649	0.0203478	0.00671993	0.00717271	0.0112064	0.053118	0.0024102	0.00791135	0.00716095	0.00334763	0.00698094	0.015555	0.00554897	0.0282885	0.00599135	0.00166828	0.0495552	0.000224248	0.00375761	0.0188033	0.00522305	0.0128986	0.00393445	0.00687299	0.0238691	0.0262074	0.0027497	0.00321575	0.00312894	0.0229894	0.000618733	0.00918517	0.00496997	0.00537031	0.00668927	5.666436
3024	-3788.03	-3935.415	147.3859	0.247282	0.428661	0.571339	0.752718	2.770934	0.211383	0.0441622	0.079541	0.0354504	0.0573532	0.0241402	0.0283785	0.0153353	0.052156	0.0182927	0.0061245	0.0596398	0.0178664	0.0657933	0.147516	0.0554966	0.075844	0.0692792	0.148704	0.0407221	0.0949925	0.147438	0.0359264	0.00542443	0.000839956	0.0725221	0.052069	0.0310983	0.0481425	0.024766	0.0293075	0.0120498	0.0660088	0.0220647	0.0616585	0.017542	0.0444131	0.154592	0.0211247	0.0504866	0.017415	0.00708736	0.0224289	0.0116483	0.0239235	0.0311333	0.0224982	0.0141273	0.0402243	0.196875	0.104054	0.0147356	0.103078	0.0525598	0.0615089	0.0254181	0.0219594	0.0097904	0.0307901	0.125205	0.0442395	0.0620858	0.0550103	0.0153138	0.0563555	0.100076	0.0425159	0.00151204	0.310008	0.0198326	0.017972	0.0272957	0.0128463	0.204948	0.0184162	0.0332032	0.00198718	0.0695074	0.0215704	0.00232439	0.109097	0.0198322	0.0281719	0.0748076	0.0296436	0.0960231	0.0526085	0.00402252	0.046783	0.264233	0.0843564	0.284592	0.366818	0.197611	0.453488	0.781366	1.27981	2.20513	5.06045	1.172423	0.0444071	0.00927756	0.0167099	0.00744739	0.0120487	0.00507134	0.00596173	0.00322162	0.0109569	0.0038429	0.00128663	0.0125291	0.00375335	0.0138218	0.0309899	0.0116587	0.0159332	0.0145541	0.0312397	0.00855486	0.0199559	0.0309736	0.00754739	0.00113956	0.000176457	0.0152354	0.0109386	0.00653311	0.0101137	0.00520281	0.00615689	0.00253141	0.0138671	0.00463532	0.0129531	0.0036852	0.00933026	0.0324765	0.00443785	0.0106062	0.00365852	0.00148891	0.00471185	0.00244707	0.00502582	0.00654046	0.0047264	0.00296785	0.00845028	0.0413592	0.0218596	0.00309564	0.0216545	0.0110417	0.0129217	0.00533981	0.00461321	0.00205676	0.00646836	0.026303	0.00929379	0.0130429	0.0115565	0.0032171	0.0118391	0.0210238	0.00893169	0.000317648	0.0651261	0.00416641	0.00377554	0.00573425	0.00269873	0.0430552	0.00386885	0.00697529	0.000417465	0.014602	0.00453149	0.000488306	0.022919	0.00416632	0.00591833	0.0157155	0.00622749	0.0201724	0.0110519	0.000845047	0.00982812	4.760115
3060	-3792.106	-3936.525	144.4199	0.187808	0.405988	0.594012	0.812191	1.66336	0.292972	0.14834	0.0365509	0.125227	0.119411	0.0400186	0.0347497	0.0416294	0.0681389	0.0851317	0.0478781	0.0946354	0.0212694	0.0635521	0.109861	0.0506409	0.138051	0.128211	0.189452	0.0356047	0.16225	0.144335	0.0367919	0.00581259	0.0131918	0.0304876	0.0849443	0.00780771	0.110339	0.027489	0.032178	0.0397217	0.0539554	0.0578365	0.0410043	0.0738531	0.0525878	0.37124	0.045816	0.0142842	0.015963	0.0167962	0.05836	0.00614565	0.0246541	0.0258908	0.0149326	0.521979	0.00408282	0.0444524	0.158188	0.0381213	0.0420681	0.0343207	0.156094	0.203512	0.0276266	0.0176201	0.0815502	0.387631	0.00406201	0.051355	0.124505	0.0483548	0.0453828	0.0702622	0.208462	0.068429	0.0104183	0.00942541	0.151223	0.03454	0.0548318	0.115857	0.0639298	0.00520323	0.0442184	0.0194168	0.0976141	0.0531324	0.121533	0.0758273	0.058001	0.109691	0.0464284	0.0898803	0.0355418	0.0394608	0.0265913	0.132512	0.354086	0.245837	0.267565	0.348934	0.598404	0.851974	1.17374	1.67111	2.86587	0.7612993	0.0416105	0.0210685	0.00519129	0.0177859	0.0169599	0.0056838	0.00493546	0.00591257	0.0096777	0.0120912	0.00680007	0.013441	0.00302087	0.00902623	0.0156035	0.00719247	0.0196073	0.0182097	0.0269077	0.00505689	0.0230442	0.0204998	0.00522552	0.000825556	0.00187362	0.00433012	0.0120646	0.00110892	0.0156714	0.00390424	0.00457021	0.00564164	0.00766323	0.00821445	0.00582379	0.0104893	0.00746898	0.0527268	0.00650719	0.00202877	0.0022672	0.00238554	0.00828881	0.00087286	0.0035016	0.00367724	0.00212087	0.0741362	0.000579878	0.00631353	0.0224673	0.00541432	0.00597488	0.00487453	0.0221698	0.0289045	0.00392378	0.00250257	0.0115825	0.0550548	0.000576924	0.00729389	0.0176833	0.00686778	0.00644567	0.00997927	0.0296077	0.0097189	0.0014797	0.00133868	0.0214781	0.00490568	0.0077877	0.016455	0.00907988	0.000739009	0.00628029	0.00275774	0.013864	0.00754634	0.0172612	0.0107697	0.00823782	0.0155793	0.00659418	0.0127656	0.00504796	0.00560457	0.00377673	7.040819
3096	-3793.821	-3937.599	143.7783	0.201429	0.411603	0.588396	0.798571	1.861322	0.399914	0.0278263	0.0933548	0.0389266	0.0611408	0.0476601	0.00427207	0.088849	0.0247737	0.136723	0.0750806	0.0798538	0.0621579	0.0487153	0.187937	0.112311	0.114703	0.118567	0.25874	0.0353156	0.117481	0.11198	0.0415702	0.0478989	0.00438823	0.0465975	0.0915709	0.0267769	0.0436557	0.0324704	0.0311007	0.0771559	0.0872948	0.0325796	0.0842335	0.00975734	0.110703	0.228825	0.02683	0.0325794	0.0186005	0.0171853	0.0270518	0.0109259	0.0282456	0.01911	0.0742097	0.380798	0.00854746	0.0169448	0.00604651	0.00264562	0.0841725	0.0307811	0.241998	0.0186662	0.0120144	0.0645644	0.00287506	0.0407745	0.121779	0.0616354	0.00904557	0.00784476	0.144236	0.432709	0.288703	0.228996	0.290599	0.0323943	0.0499788	0.087487	0.0792304	0.0242399	0.0603659	0.00836403	0.0977288	0.0673546	0.0919475	0.0268444	0.0460287	0.1022	0.0414855	0.0060375	0.249029	0.025137	0.0289559	0.0552623	0.023815	0.175859	0.204146	0.314889	0.305107	0.267913	0.526055	0.818402	1.22189	1.90094	3.73256	0.9523494	0.0555602	0.00386591	0.0129698	0.00540808	0.0084943	0.00662142	0.00059352	0.0123438	0.00344181	0.018995	0.010431	0.0110941	0.00863561	0.00676803	0.0261102	0.0156034	0.0159357	0.0164725	0.0359468	0.00490641	0.0163217	0.0155574	0.00577535	0.00665461	0.000609658	0.00647379	0.012722	0.00372012	0.00606509	0.00451111	0.00432083	0.0107193	0.0121279	0.00452628	0.0117026	0.00135559	0.01538	0.0317907	0.00372749	0.00452625	0.00258417	0.00238756	0.00375832	0.00151793	0.00392416	0.00265495	0.01031	0.0529044	0.0011875	0.00235415	0.000840042	0.000367557	0.0116941	0.00427642	0.0336208	0.0025933	0.00166916	0.00896994	0.000399432	0.0056648	0.0169187	0.00856302	0.0012567	0.00108987	0.0200387	0.0601164	0.0401095	0.0318144	0.0403729	0.00450054	0.00694356	0.0121546	0.0110075	0.00336765	0.00838664	0.00116202	0.0135775	0.00935759	0.0127743	0.0037295	0.00639478	0.0141986	0.00576358	0.00083879	0.0345977	0.00349228	0.00402284	0.0076776	0.00330862	7.197862
3132	-3788.395	-3934.527	146.1315	0.221451	0.419363	0.580636	0.77855	2.204783	0.289043	0.0704936	0.0291108	0.0647816	0.0422263	0.0391714	0.00321203	0.0363956	0.063686	0.0423816	0.0619834	0.068575	0.0789295	0.0251171	0.161267	0.0880557	0.193463	0.0775568	0.190236	0.070644	0.0586397	0.0916938	0.0618399	0.0159181	0.0253688	0.0511597	0.0878534	0.0582385	0.0839424	0.0604238	0.0299011	0.0221037	0.0491062	0.0402428	0.0791427	0.00111147	0.0707031	0.197156	0.0205371	0.0210076	0.0185888	0.0177913	0.0427533	0.00593959	0.011866	0.031212	0.0150999	0.274327	0.00201211	0.0121236	0.0149838	8.33777e-06	0.0315228	0.0301173	0.181293	0.0515354	0.0249574	0.0171088	0.0029084	0.0708683	0.0307508	0.0846943	0.011657	0.0525094	0.141709	0.291177	0.17408	0.162472	0.209888	0.0153653	0.0412411	0.129057	0.0388167	0.00729424	0.0418909	0.0276041	0.0502182	0.110844	0.0911041	0.027179	0.0238267	0.0400032	0.0726583	0.00696822	0.185824	0.0177242	0.0165324	0.00865753	0.0248437	0.139276	0.367768	0.0809665	0.41199	0.290538	0.547271	0.82856	1.20691	1.82725	3.44189	0.8937281	0.0496976	0.0121206	0.00500527	0.0111385	0.00726034	0.00673508	0.000552272	0.00625781	0.0109501	0.00728704	0.0106573	0.0117907	0.013571	0.00431861	0.0277281	0.0151402	0.0332638	0.013335	0.0327089	0.0121464	0.0100824	0.0157657	0.0106327	0.00273693	0.00436189	0.00879634	0.0151054	0.0100134	0.0144329	0.0103892	0.00514115	0.00380048	0.00844325	0.00691929	0.0136077	0.000191105	0.0121566	0.0338988	0.00353113	0.00361201	0.00319614	0.00305901	0.00735095	0.00102125	0.00204022	0.00536655	0.00259626	0.0471675	0.00034596	0.00208452	0.0025763	1.43358e-06	0.00541999	0.00517832	0.0311712	0.00886094	0.00429115	0.00294167	0.000500066	0.012185	0.00528725	0.0145622	0.00200429	0.0090284	0.0243653	0.0500646	0.029931	0.0279351	0.0360879	0.00264189	0.00709095	0.02219	0.00667409	0.00125416	0.00720267	0.00474622	0.00863445	0.0190584	0.0156643	0.00467313	0.00409673	0.00687809	0.0124928	0.00119811	0.0319503	0.00304748	0.00284256	0.00148857	0.0042716	5.816026
3168	-3803.646	-3950.936	147.2896	0.13104	0.378462	0.621538	0.86896	1.050605	0.235596	0.0828087	0.024288	0.013423	0.061948	0.054553	0.0106118	0.03456	0.0400961	0.0244413	0.0462397	0.123235	0.04779	0.0733459	0.106143	0.0631502	0.141789	0.126971	0.266841	0.0229337	0.0703925	0.0985147	0.0430978	0.00844203	0.0122864	0.0654398	0.0654743	0.0321901	0.0652885	0.0160558	0.0585832	0.0183848	0.0941891	0.0304527	0.0640239	0.00862408	0.115752	0.147309	0.00623703	0.0118417	0.0155261	0.00745163	0.0263864	0.0199511	0.0149595	0.0172336	0.0226266	0.00725496	0.0195653	0.164863	0.064178	0.0194836	0.105282	0.0503632	0.0439831	0.0256342	0.0340932	0.0701341	0.00954161	0.0495007	0.00288762	0.014699	0.137389	0.0327358	0.171872	0.049888	0.0123947	0.00150585	0.375204	0.00379405	0.0146694	0.0292135	0.0198851	0.291033	0.121458	0.093496	0.028801	0.0972932	0.0573982	0.0610434	0.113458	0.0187025	0.0800692	0.0623406	0.0601991	0.0767806	0.124259	0.0646775	0.0232581	0.0358788	0.57964	0.255813	0.128668	0.25639	0.514896	0.812946	1.23009	1.94214	3.90032	0.9841382	0.0416118	0.014626	0.00428984	0.00237081	0.0109415	0.00963534	0.0018743	0.00610411	0.00708192	0.00431691	0.00816703	0.0217661	0.00844084	0.0129546	0.0187474	0.0111538	0.0250433	0.0224261	0.0471305	0.00405063	0.012433	0.0174	0.00761208	0.00149106	0.00217006	0.0115582	0.0115643	0.00568553	0.0115315	0.00283584	0.0103472	0.00324718	0.016636	0.00537866	0.0113081	0.00152322	0.0204445	0.0260183	0.00110161	0.00209153	0.00274228	0.00131613	0.00466045	0.00352383	0.00264219	0.00304386	0.0039964	0.0012814	0.00345569	0.0291186	0.0113353	0.00344125	0.0185953	0.00889533	0.00776845	0.0045276	0.00602167	0.0123873	0.00168527	0.00874298	0.000510022	0.00259619	0.0242661	0.00578192	0.0303566	0.00881139	0.00218919	0.000265968	0.0662698	0.000670118	0.00259096	0.00515979	0.00351218	0.0514032	0.0214523	0.0165136	0.00508694	0.0171843	0.0101379	0.0107817	0.0200393	0.0033033	0.0141421	0.0110108	0.0106326	0.0135613	0.021947	0.0114236	0.00410792	5.661759
3204	-3804.995	-3949.621	144.626	0.243496	0.427343	0.572658	0.756503	2.677351	0.320725	0.0465142	0.0946857	0.0363472	0.0977903	0.00807535	0.0576794	0.0208201	0.0703571	0.0076914	0.0246435	0.194595	0.036258	0.078348	0.063462	0.0381571	0.128189	0.0673465	0.21728	0.0960532	0.0921343	0.0809609	0.0199812	0.0225809	0.0191695	0.0273921	0.125678	0.0261009	0.0833678	0.030566	0.0467312	0.0275928	0.0348137	0.0778155	0.122553	0.0146818	0.063706	0.283831	0.0225904	0.0652132	0.0441748	0.0248738	0.0358603	0.00941613	0.0189607	0.0125025	0.00920341	0.073508	0.0839892	0.315914	0.0785563	0.0155104	0.170521	0.038604	0.00692801	0.032694	0.0594709	0.0115171	0.0744346	0.0494881	0.0239653	0.0395578	0.0492471	0.0360698	0.0956536	0.00581578	0.0520495	0.00560629	0.378616	0.0516542	0.0415365	0.106718	0.0147224	0.290715	0.124397	0.166409	0.00728298	0.0036275	0.0423241	0.0455158	0.255606	0.0353998	0.0495236	0.0524498	0.03183	0.0984858	0.12787	0.11559	0.0355331	0.112318	0.40926	0.0874748	0.390947	0.356829	0.60497	0.854879	1.16976	1.65298	2.80247	0.7451221	0.0490228	0.00710968	0.0144727	0.00555566	0.0149472	0.00123432	0.00881627	0.00318235	0.0107541	0.00117563	0.00376676	0.0297438	0.00554202	0.0119755	0.00970015	0.00583231	0.0195936	0.0102939	0.0332111	0.0146817	0.0140827	0.0123748	0.00305411	0.00345149	0.00293005	0.00418688	0.0192098	0.00398952	0.0127427	0.00467201	0.00714284	0.00421755	0.00532126	0.0118941	0.0187322	0.0022441	0.00973745	0.0433835	0.00345294	0.00996782	0.0067521	0.00380195	0.00548123	0.00143925	0.00289814	0.001911	0.00140674	0.0112357	0.0128377	0.0482873	0.0120073	0.00237076	0.026064	0.0059006	0.00105894	0.00499727	0.00909011	0.00176039	0.0113773	0.00756424	0.00366309	0.0060464	0.00752741	0.00551325	0.0146206	0.000888941	0.00795575	0.000856919	0.0578713	0.00789533	0.00634884	0.0163117	0.00225032	0.0444357	0.0190141	0.0254355	0.0011132	0.000554462	0.00646923	0.00695707	0.0390694	0.00541085	0.00756966	0.00801693	0.0048652	0.0150535	0.0195448	0.0176678	0.00543123	6.542376
3240	-3793.724	-3940.114	146.3898	0.190426	0.407091	0.592909	0.809574	1.699465	0.263648	0.0371962	0.0513672	0.0421899	0.0747662	0.00737147	0.0293652	0.0281678	0.0721024	0.140027	0.0239203	0.0364331	0.0376245	0.0146832	0.0972572	0.0595802	0.103903	0.0552937	0.173319	0.0328705	0.179696	0.192234	0.0244011	0.00570187	0.00349349	0.0399807	0.0697106	0.0554224	0.0396437	0.0221791	0.0644124	0.0433084	0.0782447	0.0470433	0.106092	0.010989	0.0552107	0.146601	0.0269966	0.0115738	0.0447616	0.0178867	0.0460424	0.00451342	0.0135211	0.0137603	0.0364945	0.161357	0.0463683	0.361943	0.110685	0.0129714	0.11091	0.0485863	0.0599079	0.00206253	0.215016	0.015614	0.0173047	0.151462	0.0301515	0.00972747	0.0891707	0.00309748	0.0715655	0.00213762	0.0031311	0.0224706	0.401494	0.041818	0.0359122	0.02546	0.0333285	0.313588	0.0751778	0.0730661	0.00323404	0.0194321	0.0302797	0.0138434	0.0221288	0.0462018	0.0644093	0.0838787	0.0848064	0.0358611	0.0754717	0.0270843	0.0146832	0.181901	0.231667	0.4177	0.168732	0.264284	0.522568	0.816706	1.22443	1.91363	3.78381	0.9622101	0.045085	0.00636072	0.00878401	0.00721466	0.0127854	0.00126055	0.00502158	0.00481682	0.0123298	0.0239453	0.00409049	0.00623023	0.00643396	0.00251089	0.0166314	0.0101885	0.0177678	0.00945547	0.0296383	0.00562101	0.0307288	0.0328729	0.00417269	0.000975046	0.000597402	0.00683688	0.0119208	0.00947748	0.00677925	0.00379273	0.0110148	0.00740594	0.0133802	0.00804461	0.0181422	0.00187916	0.00944128	0.0250695	0.00461653	0.00197918	0.00765443	0.0030587	0.00787346	0.000771816	0.00231217	0.00235307	0.00624072	0.0275927	0.00792918	0.0618938	0.0189277	0.00221817	0.0189661	0.00830847	0.0102445	0.000352701	0.0367688	0.00267006	0.00295918	0.0259007	0.00515605	0.00166344	0.0152486	0.000529683	0.012238	0.000365543	0.000535431	0.00384258	0.0686572	0.00715106	0.00614115	0.00435378	0.00569933	0.0536249	0.0128557	0.0124946	0.000553035	0.00332298	0.00517796	0.00236729	0.00378412	0.00790072	0.0110143	0.0143436	0.0145023	0.00613241	0.012906	0.00463153	0.00251089	5.8478
