Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	tree_length
1548	-3783.135	-3933.426	150.2908	0.165499	0.396076	0.603924	0.834501	1.387768	0.186656	0.0810384	0.0210228	0.0390852	0.0481934	0.00616166	0.0130809	0.0183788	0.0256253	0.0390351	0.0481809	0.0701084	0.033057	0.0915555	0.0886067	0.0803253	0.0739436	0.0701507	0.156397	0.0145155	0.114854	0.0783563	0.0344921	0.00469498	0.00373969	0.0235023	0.0514402	0.00786041	0.055654	0.0162179	0.0324223	0.0178535	0.0297936	0.0202159	0.022292	0.019933	0.048645	0.114834	0.0214549	0.0143647	0.00235576	0.0181174	0.0134978	0.000999391	0.0139196	0.00938014	0.0437942	0.02793	0.157123	0.000462306	0.216812	0.0183112	0.0530577	0.0221304	0.00102775	0.0294802	0.0772229	0.0955165	0.0150988	0.0148609	0.0399862	0.0133919	0.0187788	0.0133319	0.0425552	0.0193459	0.00645228	0.0441551	0.0434582	0.0195308	0.00255588	0.0307267	0.0633684	0.0073843	0.00384995	0.00415838	0.0108502	0.038032	0.00557672	0.0148053	0.0268909	0.000851925	0.0822939	0.181286	0.0279581	0.00796297	0.0265403	0.0324079	0.0559204	0.178501	0.367325	0.239572	0.214602	0.178618	0.431681	0.769445	1.29964	2.31653	5.59853	1.245489	0.0510933	0.0221826	0.00575457	0.0106988	0.013192	0.00168663	0.00358062	0.00503081	0.00701439	0.010685	0.0131885	0.0191907	0.00904867	0.0250614	0.0242543	0.0219874	0.0202405	0.0192023	0.0428105	0.00397331	0.0314389	0.0214484	0.0094415	0.00128515	0.00102366	0.00643327	0.0140807	0.00215163	0.0152341	0.00443931	0.00887494	0.00488703	0.00815537	0.00553369	0.00610197	0.00545623	0.0133156	0.0314333	0.00587284	0.00393205	0.00064484	0.00495927	0.00369474	0.000273563	0.00381022	0.00256762	0.0119878	0.00764526	0.0430091	0.000126547	0.0593478	0.00501232	0.0145235	0.00605775	0.000281324	0.00806961	0.0211382	0.0261457	0.004133	0.00406787	0.0109454	0.00366575	0.00514032	0.00364934	0.0116486	0.00529555	0.00176618	0.0120866	0.0118958	0.00534615	0.000699619	0.0084108	0.0173458	0.0020213	0.00105384	0.00113827	0.00297002	0.0104105	0.00152651	0.00405265	0.00736082	0.000233197	0.0225263	0.0496234	0.00765296	0.0021797	0.00726486	0.008871	0.0153071	3.653244
1584	-3795.034	-3942.296	147.2624	0.137968	0.382277	0.617723	0.862032	1.111412	0.224102	0.0900124	0.0322173	0.0905677	0.0419965	0.0232437	0.0599708	0.0225318	0.105067	0.0400644	0.0614941	0.129229	0.0830008	0.035696	0.146381	0.0370925	0.0832181	0.0382614	0.164484	0.0217142	0.172998	0.118174	0.0407388	0.0220244	0.0158567	0.0567867	0.0521512	0.0254661	0.0496932	0.0282935	0.0620799	0.0293691	0.0559351	0.0483811	0.0834936	0.00992677	0.08305	0.124338	0.0220936	0.0119291	0.0223403	0.034014	0.0440453	0.00903046	0.0174709	0.0130881	0.121119	0.0276213	0.293088	0.0197626	0.293915	0.0199237	0.0588835	0.0398329	0.00152679	0.0346093	0.165288	0.130421	0.017903	0.0256149	0.0162579	0.104988	0.00998697	0.00634526	0.0230218	0.0902163	0.007036	0.0209612	0.0700473	0.051002	0.0304507	0.0561141	0.121008	0.00025464	0.066637	0.0204502	0.0636142	0.0360287	0.0719305	0.0463197	0.0108027	0.0130708	0.085114	0.207468	0.112073	0.0229226	0.0584224	0.0304855	0.208918	0.212521	0.29447	0.262665	0.230343	0.291207	0.547886	0.82885	1.20649	1.8252	3.43398	0.892064	0.0393537	0.0158067	0.00565755	0.0159042	0.00737484	0.00408173	0.0105312	0.00395672	0.0184504	0.00703555	0.0107987	0.0226934	0.0145754	0.00626843	0.0257054	0.00651366	0.0146136	0.00671893	0.0288844	0.00381315	0.0303794	0.0207521	0.00715397	0.00386761	0.00278453	0.00997207	0.00915806	0.004472	0.00872642	0.00496851	0.0109016	0.00515739	0.00982253	0.008496	0.014662	0.0017432	0.0145841	0.0218345	0.00387977	0.00209482	0.00392308	0.00597306	0.00773461	0.0015858	0.00306799	0.00229835	0.0212691	0.00485045	0.051468	0.00347043	0.0516132	0.00349873	0.0103403	0.0069949	0.000268113	0.0060776	0.0290256	0.0229026	0.00314387	0.00449813	0.00285499	0.0184366	0.00175377	0.00111426	0.00404276	0.0158425	0.00123556	0.00368092	0.0123007	0.00895625	0.00534732	0.00985396	0.0212497	4.47164e-05	0.0117018	0.00359118	0.011171	0.00632685	0.0126314	0.00813401	0.00189701	0.00229531	0.0149465	0.0364326	0.0196807	0.00402534	0.0102593	0.00535344	0.0366872	5.69457
1620	-3784.568	-3930.058	145.4902	0.220096	0.418855	0.581145	0.779904	2.179269	0.211982	0.0388489	0.0845749	0.0678994	0.0623393	0.0228168	0.0112438	0.00527037	0.0507141	0.0144722	0.0320524	0.189099	0.0360796	0.0416046	0.143975	0.067006	0.081458	0.0568204	0.194878	0.078521	0.133215	0.183158	0.0743261	0.0324844	0.0105734	0.0745124	0.0606721	0.0333695	0.0477837	0.021258	0.0693957	0.0381984	0.0746104	0.0790121	0.0748336	0.0227838	0.0939765	0.153094	0.0334056	0.0612148	0.0334992	0.00803808	0.0174098	0.0182309	0.0293258	0.0200953	0.0897145	0.0347077	0.334075	0.0114732	0.33013	0.0286202	0.101229	0.0165863	0.00976068	0.110968	0.193478	0.110677	0.0779642	0.0269459	0.00408579	0.0373009	0.0693815	0.00887499	0.0550531	0.057389	0.0366519	0.0275441	0.0568939	0.0667128	0.00900927	0.0278763	0.128547	0.00101683	0.0209328	0.0126395	0.0380191	0.0465731	0.0441951	0.0356013	0.0311562	0.0125394	0.0993534	0.329105	0.0525623	0.0677356	0.0926724	0.00837321	0.198174	0.173451	0.328823	0.188371	0.309355	0.266899	0.525083	0.81793	1.2226	1.90446	3.74674	0.955091	0.0345111	0.00632468	0.013769	0.0110542	0.010149	0.00371462	0.00183051	0.000858027	0.00825636	0.00235611	0.00521819	0.0307856	0.00587383	0.00677331	0.0234394	0.0109087	0.0132615	0.00925047	0.0317265	0.0127834	0.0216877	0.0298185	0.0121004	0.00528853	0.00172137	0.0121308	0.00987754	0.00543261	0.00777927	0.00346084	0.0112978	0.00621877	0.0121467	0.0128633	0.0121831	0.00370925	0.0152996	0.0249241	0.0054385	0.0099659	0.00545374	0.00130862	0.00283436	0.00296803	0.0047743	0.00327156	0.0146057	0.00565048	0.0543881	0.00186785	0.0537459	0.00465942	0.0164803	0.00270028	0.00158906	0.0180658	0.0314985	0.0180185	0.0126927	0.00438685	0.000665174	0.00607266	0.0112954	0.00144487	0.00896275	0.00934304	0.005967	0.00448423	0.00926244	0.010861	0.00146673	0.00453831	0.0209278	0.000165541	0.0034079	0.00205774	0.00618958	0.0075822	0.00719504	0.00579596	0.00507229	0.00204145	0.0161749	0.0535789	0.00855724	0.0110275	0.0150873	0.00136318	0.0322631	6.142431
1656	-3791.546	-3937.493	145.9478	0.207703	0.414094	0.585906	0.792297	1.961601	0.149972	0.0178288	0.0882491	0.0814966	0.0632405	0.0102515	0.00449037	0.00281757	0.0489613	0.0943989	0.0312744	0.0796476	0.00897742	0.075386	0.0944803	0.0654368	0.116021	0.143161	0.225221	0.0177219	0.131408	0.245919	0.0624623	0.00288466	0.00626165	0.0713707	0.0986104	0.0293496	0.0619539	0.0252442	0.0510014	0.00580155	0.11152	0.0555814	0.0654995	0.036164	0.0445719	0.177814	0.0387846	0.0320369	0.0199038	0.00561492	0.0351722	0.00859862	0.0219019	0.012448	0.0807752	0.0675484	0.355914	0.0185529	0.38319	0.0344407	0.23046	0.0241239	0.0237119	0.0575494	0.173461	0.128191	0.0698071	0.0314668	0.0120355	0.0519462	0.0237898	0.0363597	0.107311	0.0382436	0.0463151	0.00780459	0.0518201	0.015779	0.00153145	0.0517365	0.0587466	0.00866503	0.0160867	0.0165825	0.0562414	0.0274792	0.0332264	0.0621007	0.0134511	0.018699	0.0844301	0.213422	0.0323799	0.0463572	0.0994875	0.0153513	0.16988	0.0683325	0.467195	0.0961129	0.368359	0.262068	0.520426	0.81566	1.226	1.9215	3.8158	0.9682988	0.0251068	0.00298472	0.0147738	0.0136433	0.0105871	0.0017162	0.000751733	0.000471688	0.0081966	0.0158033	0.00523565	0.0133338	0.00150291	0.0126204	0.0158169	0.0109548	0.019423	0.0239665	0.0377043	0.00296683	0.0219991	0.0411692	0.0104568	0.00048292	0.00104826	0.0119482	0.0165084	0.00491341	0.0103717	0.00422612	0.00853814	0.000971237	0.0186696	0.00930487	0.0109653	0.00605421	0.00746178	0.0297678	0.00649292	0.0053633	0.00333209	0.000939992	0.00588817	0.00143949	0.0036666	0.00208391	0.0135226	0.0113083	0.0595835	0.00310594	0.0641498	0.00576571	0.0385813	0.00403858	0.00396961	0.00963434	0.0290391	0.0214604	0.0116864	0.00526785	0.00201486	0.00869631	0.00398265	0.00608696	0.017965	0.00640235	0.00775359	0.00130657	0.00867519	0.00264157	0.00025638	0.00866119	0.00983475	0.00145061	0.00269307	0.00277608	0.00941536	0.00460028	0.00556242	0.0103963	0.00225184	0.00313039	0.0141344	0.0357289	0.00542071	0.00776065	0.0166552	0.00256995	0.0284395	5.973366
1692	-3786.323	-3931.511	145.1884	0.211971	0.415757	0.584244	0.788028	2.033491	0.262615	0.0644648	0.0714618	0.0390796	0.100698	0.0373036	0.0124142	0.00584634	0.0405008	0.0477421	0.0730872	0.191254	0.0459015	0.0295658	0.114075	0.103223	0.127457	0.136224	0.187384	0.00590384	0.0833413	0.161865	0.0436349	0.000279434	0.0162811	0.038889	0.154664	0.033804	0.0752497	0.0562205	0.0268226	0.0308236	0.0899322	0.0975548	0.0614204	0.00910331	0.0776511	0.252643	0.0259933	0.0254462	0.0232584	0.00733621	0.0382088	0.00999201	0.00873901	0.0408479	0.0998302	0.0303199	0.386143	0.0117365	0.347829	0.0252583	0.139277	0.00946283	0.00137343	0.0825779	0.110649	0.061611	0.0693252	0.035855	0.0213876	0.0611283	0.00987567	0.0399898	0.0545026	0.13257	0.0436948	0.0573191	0.00660824	0.0769762	0.00766702	0.0670382	0.0656751	0.0292727	0.025458	0.0470921	0.0205222	0.0543695	0.0455618	0.0683515	0.00347019	0.0670134	0.0844709	0.404473	0.0487681	0.0166301	0.0710985	0.0300608	0.179783	0.130999	0.269769	0.237489	0.361744	0.322276	0.575654	0.841734	1.18802	1.73715	3.10293	0.8187642	0.0407897	0.0100127	0.0110995	0.00606988	0.0156406	0.00579404	0.00192818	0.00090806	0.00629062	0.00741534	0.011352	0.0297058	0.00712947	0.00459219	0.0177182	0.0160327	0.0197967	0.0211585	0.0291046	0.00091699	0.0129447	0.025141	0.00677742	4.3402e-05	0.00252879	0.00604028	0.0240225	0.00525048	0.0116879	0.00873222	0.00416611	0.00478755	0.0139684	0.0151523	0.00953987	0.00141393	0.0120608	0.0392408	0.00403731	0.00395233	0.00361251	0.00113947	0.00593463	0.00155197	0.00135735	0.00634453	0.0155057	0.00470932	0.0599761	0.00182292	0.0540252	0.00392314	0.0216327	0.00146978	0.000213323	0.0128261	0.0171861	0.00956949	0.0107677	0.00556904	0.00332194	0.0094945	0.0015339	0.00621126	0.0084654	0.0205908	0.00678672	0.00890287	0.0010264	0.011956	0.00119085	0.0104124	0.0102007	0.00454667	0.00395417	0.0073144	0.00318752	0.00844472	0.00707671	0.0106164	0.000538993	0.0104086	0.0131201	0.0628231	0.00757471	0.002583	0.0110431	0.00466908	0.027924	6.438279
1728	-3808.362	-3954.931	146.5688	0.272036	0.436962	0.563039	0.727963	3.500641	0.152389	0.0931535	0.0606853	0.0110279	0.0767544	0.0177758	0.00449045	0.0225745	0.0304899	0.0703617	0.028941	0.0611164	0.00203003	0.0614034	0.0642592	0.0941156	0.134737	0.0859064	0.132657	0.0285931	0.11022	0.11388	0.0461186	0.0157455	0.0152757	0.0213745	0.0891006	0.0167226	0.0651347	0.0280716	0.0508037	0.0524617	0.0721181	0.057719	0.0302002	0.0301492	0.0866142	0.297643	0.0180282	0.00745738	0.00301296	0.0104104	0.0247651	0.00482996	0.0159811	0.0228102	0.136019	0.0248393	0.177245	0.0117451	0.32065	0.00931863	0.0615809	0.0168424	0.00442671	0.00889729	0.120112	0.0761441	0.0582062	0.0161435	0.0830647	0.0571743	0.0127829	0.0455731	0.0436105	0.021874	0.0109254	0.0184691	0.0838701	0.0164476	0.00649687	0.016625	0.0645756	0.0397913	0.0291321	0.00519582	0.0423099	0.042756	0.0400442	0.0517524	0.0152206	0.0203988	0.0865502	0.323419	0.0293265	0.00464457	0.0909055	0.0402121	0.0830916	0.127031	0.390487	0.254738	0.227744	0.213254	0.470653	0.790476	1.26506	2.12471	4.68925	1.117339	0.0304259	0.018599	0.0121164	0.00220182	0.0153248	0.00354911	0.000896563	0.00450722	0.00608761	0.0140484	0.00577836	0.0122025	0.000405316	0.0122598	0.01283	0.0187911	0.0269016	0.017152	0.0264863	0.00570888	0.0220066	0.0227373	0.00920803	0.00314374	0.00304995	0.00426762	0.0177898	0.00333883	0.0130048	0.00560477	0.0101435	0.0104745	0.0143991	0.0115242	0.00602977	0.00601958	0.0172934	0.0594274	0.0035995	0.00148894	0.000601567	0.00207853	0.00494459	0.000964348	0.00319077	0.00455428	0.0271575	0.00495942	0.0353887	0.00234502	0.064021	0.00186055	0.0122952	0.00336274	0.000883836	0.00177643	0.0239815	0.0152029	0.0116214	0.0032232	0.0165847	0.0114154	0.00255223	0.00909911	0.00870726	0.00436736	0.00218136	0.00368753	0.0167455	0.00328391	0.00129716	0.00331935	0.0128931	0.00794472	0.0058165	0.0010374	0.00844758	0.00853666	0.00799522	0.0103329	0.00303895	0.00407282	0.0172806	0.0645738	0.00585531	0.000927333	0.0181502	0.00802874	0.01659	5.008521
1764	-3792.542	-3939.527	146.9845	0.222087	0.419601	0.580398	0.777914	2.216895	0.2584	0.104584	0.0282564	0.0546063	0.0496078	0.0371203	0.00811387	0.0171117	0.0924292	0.0459211	0.051835	0.112631	0.0456051	0.0594573	0.0714161	0.0950579	0.147837	0.0909446	0.136412	0.0214532	0.0949675	0.108729	0.06337	0.0127779	0.00819336	0.065324	0.0597904	0.00826448	0.117095	0.0197134	0.0574171	0.0251996	0.0532798	0.0495898	0.0358537	0.024691	0.0612156	0.188392	0.0333983	0.020453	0.00259642	0.0115006	0.000923728	0.0108291	0.0531773	0.0155952	0.0462218	0.035817	0.188285	0.0192996	0.295282	0.0222887	0.0898648	0.014183	0.00834066	0.0652325	0.0863467	0.156071	0.0110325	0.0135931	0.0449485	0.0671745	0.0341833	0.0498176	0.0747716	0.0496237	0.0207491	0.0105426	0.0761311	0.0589928	0.0252117	0.00944163	0.119742	0.00707255	0.0562055	0.0238865	0.0583618	0.0586508	0.0192923	0.0314193	0.0291885	0.0306073	0.0726408	0.230321	0.0172862	0.0133481	0.0815161	0.0561653	0.0730931	0.102971	0.544155	0.0629112	0.289962	0.250373	0.508967	0.810014	1.23455	1.96476	3.99404	1.001308	0.0489081	0.0197949	0.00534816	0.0103355	0.0093894	0.00702586	0.00153573	0.00323878	0.0174943	0.00869161	0.00981095	0.021318	0.00863179	0.0112537	0.0135171	0.0179919	0.0279816	0.0172133	0.025819	0.0040605	0.0179748	0.0205795	0.0119942	0.0024185	0.00155078	0.0123641	0.0113167	0.00156424	0.022163	0.00373121	0.0108675	0.0047696	0.0100844	0.00938599	0.00678612	0.00467334	0.0115864	0.0356575	0.00632138	0.00387119	0.000491431	0.00217676	0.000174836	0.00204964	0.010065	0.00295175	0.00874852	0.00677917	0.0356372	0.00365289	0.0558889	0.00421864	0.017009	0.00268446	0.00157866	0.0123467	0.0163431	0.02954	0.00208816	0.0025728	0.00850753	0.0127143	0.00646996	0.0094291	0.0141522	0.00939242	0.00392724	0.00199543	0.0144095	0.0111657	0.00477189	0.00178704	0.0226639	0.00133864	0.0106382	0.00452106	0.0110463	0.011101	0.0036515	0.00594681	0.00552459	0.00579312	0.0137489	0.0435934	0.00327181	0.00252643	0.0154288	0.0106306	0.0138345	5.283382
1800	-3795.154	-3942.946	147.7919	0.244358	0.427643	0.572356	0.755642	2.698294	0.256716	0.0317254	0.068191	0.0545931	0.0212149	0.03461	0.00728564	0.0293533	0.0912584	0.0428364	0.057776	0.0274272	0.0237519	0.0209637	0.0794399	0.0420059	0.104197	0.100902	0.146488	0.0248517	0.0713641	0.111421	0.0506984	0.0140746	0.00757209	0.0709957	0.0490994	0.0326855	0.0761238	0.0373339	0.0327904	0.0164996	0.0390932	0.076713	0.0451223	0.0138405	0.103673	0.121227	0.0218253	0.0181278	0.0140453	0.00862563	0.0169837	0.00448949	0.00969358	0.00829303	0.0697913	0.0851435	0.114651	0.0208009	0.15466	0.0164137	0.0559461	0.00810791	0.00795767	0.0893682	0.0341591	0.0799441	0.00940945	0.0228375	0.0605854	0.068041	0.0441835	0.0229091	0.0614848	0.0781201	0.0245015	0.0216622	0.0799224	0.048147	0.0444992	0.0585018	0.0447178	0.0216138	0.00373162	0.0123103	0.00541665	0.0433797	0.000928337	0.0324223	0.00370919	0.0157675	0.0616401	0.309837	0.0158095	0.0380588	0.104524	0.0619704	0.145913	0.0717003	0.662914	0.0100689	0.255317	0.242519	0.501117	0.806096	1.24055	1.99554	4.12338	1.024353	0.055309	0.00683515	0.0146916	0.011762	0.00457071	0.00745666	0.00156967	0.00632411	0.0196614	0.009229	0.0124477	0.00590912	0.00511729	0.00451659	0.0171151	0.00905008	0.022449	0.0217391	0.0315604	0.00535423	0.0153752	0.0240054	0.0109229	0.00303235	0.00163139	0.0152959	0.0105783	0.00704201	0.0164007	0.0080435	0.00706461	0.0035548	0.00842254	0.0165276	0.0097215	0.0029819	0.0223361	0.026118	0.00470221	0.0039056	0.00302602	0.00185837	0.0036591	0.000967251	0.00208846	0.00178671	0.0150364	0.018344	0.0247014	0.0044815	0.0333211	0.00353629	0.0120534	0.00174683	0.00171446	0.0192542	0.00735951	0.0172238	0.00202724	0.00492029	0.013053	0.0146593	0.00951924	0.00493572	0.0132467	0.0168308	0.00527879	0.00466708	0.0172191	0.0103732	0.00958724	0.0126041	0.00963434	0.00465665	0.00080397	0.00265223	0.00116701	0.00934605	0.000200008	0.0069853	0.000799136	0.00339706	0.0132802	0.0667538	0.00340612	0.00819968	0.0225195	0.0133514	0.0314366	4.641498
1836	-3784.196	-3929.528	145.3316	0.271549	0.436804	0.563195	0.728452	3.483969	0.187732	0.0862678	0.11379	0.0672191	0.0376042	0.0440556	0.0277115	0.0255427	0.0621046	0.125526	0.0480088	0.122316	0.03625	0.0296251	0.110033	0.051758	0.183477	0.101382	0.206612	0.0546511	0.0995951	0.136486	0.0577477	0.00941082	0.00549294	0.069771	0.0988761	0.025316	0.0498894	0.0175203	0.0339723	0.0203733	0.10111	0.0628302	0.112413	0.00426485	0.108485	0.203373	0.0134874	0.014512	0.013855	0.0379739	0.00789087	0.00485983	0.0405158	0.0284542	0.0163014	0.0603953	0.233533	0.0187489	0.319265	0.0257273	0.0933711	0.029864	0.0577584	0.0715676	0.0935243	0.116796	0.00483362	0.0318077	0.046075	0.0581372	0.0221834	0.0274225	0.0401409	0.104487	0.0425834	0.00745994	0.012744	0.0932075	0.0469373	0.0346077	0.101584	0.0291307	0.0351201	0.0108415	0.0382263	0.031196	0.0129745	0.0368547	0.00298364	0.0254613	0.0887289	0.219942	0.0278597	0.0345743	0.119136	0.0873457	0.137856	0.425247	0.044896	0.189911	0.339946	0.314219	0.56859	0.838498	1.19261	1.75874	3.18249	0.8370708	0.032094	0.0147481	0.0194532	0.0114915	0.00642869	0.00753159	0.00473746	0.00436669	0.0106172	0.0214595	0.00820742	0.0209107	0.00619717	0.00506461	0.0188109	0.00884836	0.0313666	0.0173319	0.0353218	0.00934297	0.0170264	0.0233332	0.00987235	0.00160884	0.000939054	0.0119278	0.0169035	0.00432794	0.00852892	0.0029952	0.00580779	0.00348295	0.0172854	0.0107412	0.0192178	0.000729104	0.0185463	0.034768	0.00230577	0.00248092	0.0023686	0.00649189	0.001349	0.00083082	0.00692644	0.00486443	0.00278684	0.010325	0.0399239	0.00320525	0.0545804	0.00439825	0.0159624	0.00510545	0.00987418	0.0122349	0.0159886	0.0199671	0.00082634	0.00543773	0.00787683	0.00993893	0.0037924	0.00468806	0.00686236	0.0178627	0.00727991	0.00127533	0.00217866	0.0159344	0.00802424	0.00591641	0.0173665	0.00498009	0.00600401	0.00185343	0.00653504	0.00533316	0.00221807	0.00630055	0.000510073	0.00435278	0.0151688	0.0376006	0.00476279	0.0059107	0.0203671	0.0149323	0.0235674	5.849438
1872	-3779.437	-3927.463	148.0265	0.25992	0.432965	0.567035	0.740081	3.115614	0.203937	0.0327662	0.0516679	0.0283744	0.00458421	0.0638154	0.0322132	0.00181925	0.0301543	0.0840512	0.0305133	0.0711192	0.0501119	0.0298938	0.0913678	0.056771	0.0688915	0.112708	0.167725	0.00748147	0.0954955	0.0672757	0.0158302	0.00209009	0.00903487	0.0421337	0.0342348	0.0181194	0.0749028	0.0109463	0.0434078	0.0268001	0.054306	0.0468051	0.0745863	0.00318723	0.0526757	0.145372	0.0211718	0.048586	0.00365418	0.0152066	0.0241574	0.00535209	0.00947169	0.00877203	0.0474852	0.154906	0.103432	0.0135153	0.193039	0.0200343	0.0730837	0.0201414	0.0485638	0.0224864	0.0462335	0.147407	0.00752363	0.0239314	0.0253717	0.0520902	0.0074	0.0211973	0.035194	0.023154	0.0181783	0.00366002	0.0536248	0.0277512	0.0633216	0.0219918	0.112163	0.0134207	0.0192483	0.019621	0.0305863	0.0209292	0.00456681	0.0315522	0.00931691	0.0154348	0.0779109	0.289979	0.0327041	0.026588	0.0601667	0.0348361	0.090285	0.177829	0.350099	0.0834813	0.388591	0.226079	0.484251	0.797531	1.25387	2.06504	4.42324	1.075111	0.0470164	0.00755404	0.0119117	0.00654154	0.00105686	0.0147123	0.00742655	0.000419416	0.00695188	0.0193775	0.00703466	0.0163961	0.011553	0.00689182	0.0210643	0.0130882	0.0158825	0.0259842	0.038668	0.00172481	0.0220159	0.01551	0.00364956	0.000481857	0.00208293	0.00971367	0.00789262	0.00417731	0.0172684	0.00252359	0.0100074	0.0061786	0.0125199	0.0107906	0.0171954	0.000734795	0.0121441	0.0335147	0.00488102	0.0112012	0.00084245	0.00350579	0.00556935	0.00123389	0.00218364	0.00202234	0.0109474	0.0357126	0.0238457	0.00311587	0.0445039	0.00461877	0.016849	0.00464347	0.0111961	0.0051841	0.0106589	0.0339839	0.00173453	0.00551724	0.00584929	0.0120091	0.00170602	0.00488691	0.00811377	0.00533801	0.0041909	0.000843795	0.0123629	0.00639786	0.0145984	0.00507008	0.0258585	0.00309407	0.00443758	0.00452351	0.0070515	0.00482509	0.00105285	0.00727418	0.00214796	0.0035584	0.0179619	0.0668529	0.00753973	0.00612969	0.0138711	0.00803125	0.0208147	4.337569
