Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	tree_length
7308	-3796.911	-3938.968	142.0564	0.263622	0.434199	0.565801	0.736378	3.227053	0.585729	0.0399967	0.145809	0.07122	0.0835704	0.00971015	0.074778	0.012845	0.107086	0.208801	0.132759	0.108786	0.0731801	0.107139	0.12858	0.106014	0.1516	0.0706835	0.248625	0.0559941	0.113662	0.153365	0.0845126	0.0117385	0.00924723	0.0729514	0.123588	0.0173242	0.0531324	0.0325948	0.11067	0.0515998	0.0432317	0.0949707	0.101869	0.0131466	0.191683	0.217097	0.0382644	0.00309612	0.0215265	0.0120176	0.0192871	0.00277372	0.029323	0.0574774	0.196662	0.0488711	0.0783281	0.0227132	0.0475673	0.019202	0.207702	0.0651568	0.145442	0.0418014	0.0151233	0.0505607	0.0141268	0.0304353	0.0726726	0.110793	0.0255628	0.0126981	0.17498	0.0268455	0.0384318	0.360618	0.0105063	0.112885	0.0700668	0.0880406	0.126926	0.311225	0.0270227	0.0254456	0.0299729	0.0780262	0.103465	0.122289	0.0303942	0.0845164	0.0167051	0.0349698	0.00650672	0.0301478	0.365501	0.0375122	0.0610342	0.36777	0.0378903	0.276193	0.318146	0.39295	0.634099	0.867514	1.15272	1.57704	2.54485	0.6753992	0.0752623	0.0051393	0.0187355	0.0091513	0.0107382	0.00124769	0.00960847	0.0016505	0.0137599	0.0268295	0.0170586	0.0139783	0.00940315	0.0137667	0.0165216	0.0136221	0.0194796	0.00908236	0.0319466	0.00719487	0.0146048	0.0197063	0.0108593	0.00150832	0.00118821	0.00937376	0.0158802	0.00222604	0.00682716	0.00418821	0.0142203	0.00663023	0.00555498	0.0122031	0.0130895	0.00168925	0.02463	0.0278955	0.00491672	0.00039783	0.00276601	0.00154418	0.00247826	0.000356404	0.00376781	0.00738547	0.0252698	0.00627961	0.0100646	0.00291849	0.00611208	0.00246733	0.0266883	0.00837221	0.0186883	0.0053712	0.00194325	0.00649671	0.0018152	0.00391073	0.00933794	0.0142362	0.00328465	0.00163162	0.0224838	0.00344947	0.00493823	0.046337	0.00134999	0.014505	0.00900311	0.0113126	0.0163091	0.0399904	0.00347224	0.00326958	0.00385132	0.0100258	0.0132945	0.0157133	0.00390545	0.0108598	0.0021465	0.00449338	0.00083607	0.00387378	0.0469644	0.00482006	0.00784249	7.782507
7344	-3780.496	-3927.144	146.6482	0.212938	0.41613	0.58387	0.787062	2.050206	0.358039	0.048891	0.0808787	0.0901715	0.0820951	0.0183037	0.0427213	0.0330493	0.0196803	0.128522	0.0404946	0.0703559	0.0769683	0.0342073	0.0839634	0.0312277	0.109426	0.0629592	0.261803	0.00633533	0.0886884	0.112304	0.0619805	0.00863579	0.00951105	0.0682853	0.113485	0.0395509	0.0594635	0.0453817	0.0429238	0.0185627	0.0609051	0.0572625	0.0720206	0.0234697	0.125745	0.195434	0.0346701	0.0234064	0.0105205	0.0324049	0.0191181	0.000103928	0.00752197	0.0148957	0.114625	0.0246705	0.0337822	0.087384	0.0517214	0.00500789	0.0953553	0.0498731	0.122289	0.0156313	0.0088888	0.0128626	0.0258099	0.00198444	0.0629791	0.0210816	0.00464599	0.00320703	0.105992	0.0649429	0.154356	0.149614	0.0226189	0.0431846	0.111124	0.0538009	0.0441321	0.265155	0.00926447	0.0507361	0.00855423	0.0871844	0.0326854	0.0824425	0.0666058	0.0381082	0.0253298	0.0473982	0.00311071	0.042871	0.244396	0.0334537	0.0256244	0.247448	0.0152245	0.545346	0.191981	0.280734	0.538186	0.824244	1.21323	1.8581	3.56209	0.9185489	0.0641552	0.00876052	0.0144922	0.0161574	0.0147102	0.00327975	0.00765501	0.00592193	0.00352641	0.0230291	0.00725602	0.0126067	0.0137915	0.00612943	0.015045	0.00559553	0.0196075	0.0112813	0.0469112	0.0011352	0.0158916	0.0201233	0.011106	0.0015474	0.00170424	0.0122357	0.0203348	0.00708692	0.010655	0.00813172	0.00769129	0.00332616	0.0109133	0.0102606	0.012905	0.00420542	0.0225316	0.0350188	0.00621235	0.00419408	0.00188512	0.00580647	0.00342567	1.86223e-05	0.00134782	0.00266908	0.020539	0.00442059	0.00605325	0.0156579	0.00926769	0.000897338	0.0170862	0.00893651	0.0219123	0.0028009	0.00159274	0.00230479	0.00462474	0.000355582	0.0112849	0.0037775	0.000832491	0.000574651	0.0189922	0.0116368	0.0276583	0.0268085	0.00405297	0.00773803	0.0199118	0.00964031	0.00790781	0.0475118	0.00166005	0.00909114	0.00153279	0.0156221	0.00585674	0.0147725	0.0119348	0.00682841	0.00453872	0.00849304	0.000557392	0.00768184	0.043792	0.0059944	0.0045915	5.580829
7380	-3782.655	-3927.303	144.6481	0.225236	0.420772	0.579228	0.774764	2.278071	0.352948	0.0797304	0.0937966	0.0508858	0.0445771	0.0462468	0.0496526	0.0505357	0.0834865	0.118947	0.0427491	0.157181	0.0452017	0.0538843	0.134244	0.063229	0.116862	0.0866293	0.225661	0.0594116	0.10447	0.164779	0.065964	0.0104176	0.000603162	0.0410699	0.118301	0.0264024	0.0513504	0.0413935	0.0632535	0.02657	0.077644	0.0588156	0.104888	0.0106612	0.12564	0.139873	0.0717719	0.0286607	0.00503567	0.0200331	0.0664778	0.0055242	0.0203357	0.0281256	0.116076	0.0226627	0.0520117	0.0510431	0.0289638	0.0109644	0.10449	0.04722	0.080486	0.00738412	0.039182	0.00354579	0.062263	0.0114482	0.069619	0.0558152	0.0321471	0.0535905	0.132318	0.124406	0.272698	0.172278	0.0251052	0.153682	0.103125	0.0890824	0.0196048	0.263994	0.0155098	0.0219192	0.0179253	0.121713	0.0566328	0.0228324	0.0720415	0.0574259	0.0478266	0.0553471	0.00184726	0.0540011	0.276633	0.0436258	0.0673941	0.24368	0.329255	0.238095	0.18897	0.274059	0.531906	0.821231	1.21768	1.88003	3.64885	0.9359491	0.0537065	0.0121322	0.0142726	0.00774305	0.00678308	0.00703716	0.0075554	0.00768977	0.0127038	0.0180996	0.00650492	0.0239175	0.00687813	0.00819931	0.0204273	0.00962127	0.0177824	0.013182	0.0343378	0.00904038	0.0158967	0.0250736	0.0100374	0.0015852	9.17803e-05	0.00624941	0.0180013	0.00401752	0.00781375	0.00629865	0.00962498	0.00404304	0.0118147	0.00894969	0.0159603	0.00162227	0.019118	0.0212838	0.0109212	0.00436117	0.000766255	0.00304834	0.0101156	0.000840591	0.00309439	0.00427975	0.0176628	0.00344848	0.00791438	0.00776698	0.00440728	0.00166839	0.0158998	0.00718525	0.0122472	0.00112361	0.00596214	0.000539547	0.00947427	0.00174203	0.0105936	0.00849313	0.00489168	0.00815461	0.0201342	0.0189303	0.0414951	0.0262147	0.00382013	0.0233851	0.015692	0.0135552	0.00298317	0.0401707	0.00236005	0.00333534	0.00272761	0.0185205	0.00861755	0.00347429	0.0109622	0.00873822	0.00727754	0.00842191	0.000281089	0.00821709	0.042094	0.00663833	0.0102551	6.571801
7416	-3792.016	-3936.343	144.327	0.241193	0.426533	0.573467	0.758807	2.622382	0.291922	0.0998433	0.0176432	0.00431578	0.0881907	0.0134555	0.0297407	0.0395453	0.0190317	0.174731	0.0588805	0.120254	0.0204643	0.0884629	0.123643	0.147651	0.148231	0.0394109	0.227436	0.0443235	0.0996754	0.220754	0.0682047	0.0268764	0.0157457	0.083893	0.117079	0.0393082	0.0378294	0.00564896	0.0986746	0.0333511	0.0975448	0.111243	0.091238	0.00279073	0.108614	0.184253	0.027005	0.02565	0.0150708	0.00559533	0.0289189	0.0060749	0.0218519	0.0399668	0.188529	0.0646438	0.0443266	0.18446	0.0185459	0.0116329	0.0810575	0.0244638	0.104531	0.0662516	0.00208287	0.0510615	0.0455001	0.00358327	0.0685013	0.0534375	0.0151985	0.0764284	0.0393326	0.0708392	0.134404	0.136919	0.0175107	0.156857	0.128022	0.10161	0.0392637	0.362188	0.0136178	0.0289992	0.0262033	0.0900541	0.0773611	0.0418572	0.0729602	0.0628158	0.0290366	0.0425167	0.00878111	0.0310826	0.409037	0.0559178	0.0155497	0.247542	0.244972	0.217478	0.290009	0.342346	0.592868	0.849507	1.17715	1.68672	2.92102	0.7750808	0.0435249	0.0148864	0.00263057	0.000643473	0.013149	0.00200619	0.00443427	0.00589612	0.00283759	0.026052	0.00877896	0.0179296	0.00305118	0.0131896	0.018435	0.0220145	0.0221009	0.00587608	0.0339103	0.00660854	0.0148614	0.0329139	0.0101692	0.00400721	0.00234764	0.0125083	0.0174563	0.00586078	0.00564028	0.000842248	0.0147122	0.00497257	0.0145437	0.016586	0.0136034	0.000416092	0.0161941	0.0274718	0.00402639	0.00382436	0.00224702	0.000834252	0.00431175	0.000905755	0.00325807	0.00595897	0.0281093	0.00963825	0.006609	0.0275025	0.00276516	0.00173444	0.0120855	0.00364751	0.0155853	0.00987798	0.000310551	0.00761316	0.00678396	0.000534258	0.0102134	0.00796741	0.00226606	0.0113953	0.00586441	0.010562	0.0200393	0.0204143	0.00261081	0.0233871	0.0190878	0.0151498	0.00585414	0.0540014	0.00203039	0.00432372	0.00390686	0.0134269	0.0115344	0.00624082	0.0108782	0.0093657	0.00432929	0.00633915	0.00130925	0.00463435	0.0609865	0.00833723	0.00231842	6.707003
7452	-3791.961	-3937.553	145.592	0.200582	0.411262	0.588738	0.799418	1.848236	0.284129	0.0691222	0.0471896	0.0140624	0.063419	0.0305768	0.0429049	0.0454669	0.0432308	0.0283829	0.0430715	0.122055	0.0119651	0.109956	0.108267	0.0516983	0.114124	0.0571564	0.253	0.0222626	0.101125	0.112831	0.035023	0.00522545	0.0186425	0.0350002	0.0890739	0.0128445	0.075497	0.0146783	0.104632	0.00489752	0.0421463	0.0680313	0.0863531	0.0161007	0.0776216	0.188705	0.0543328	0.00532829	0.0246884	0.0218526	0.0248235	0.00416319	0.0107633	0.00598387	0.170277	0.0563022	0.0110448	0.171673	0.0518548	0.0334822	0.0102685	0.0466174	0.114613	0.079637	0.00777009	0.010213	0.0308793	0.0170017	0.0428644	0.227509	0.0536469	0.0684282	0.0367224	0.10346	0.126399	0.243665	0.00247016	0.0758961	0.0378974	0.109927	0.0730649	0.423764	0.018037	0.0648503	0.0328038	0.187638	0.0411169	0.062747	0.0643273	0.0835526	0.0542441	0.003765	0.00489713	0.014117	0.292985	0.025488	0.0467976	0.110951	0.491655	0.113408	0.283987	0.277442	0.535099	0.822766	1.21541	1.86881	3.60435	0.9270769	0.0455545	0.0110824	0.00756592	0.00225463	0.010168	0.00490239	0.00687896	0.00728973	0.00693121	0.00455063	0.00690566	0.0195692	0.00191837	0.0176293	0.0173584	0.0082888	0.0182976	0.00916391	0.0405635	0.00356937	0.0162134	0.0180903	0.00561525	0.000837798	0.00298895	0.00561159	0.0142813	0.00205936	0.0121045	0.00235337	0.0167756	0.000785221	0.00675732	0.0109075	0.013845	0.00258143	0.0124451	0.0302552	0.00871119	0.000854287	0.00395831	0.00350363	0.00397996	0.000667486	0.00172568	0.000959396	0.0273006	0.00902695	0.00177081	0.0275244	0.00831389	0.00536822	0.00164635	0.00747419	0.0183759	0.0127682	0.00124578	0.00163746	0.00495089	0.00272589	0.00687247	0.0364766	0.00860123	0.0109711	0.00588771	0.0165878	0.0202656	0.0390669	0.000396041	0.0121684	0.00607611	0.0176247	0.0117145	0.0679422	0.00289188	0.0103975	0.00525944	0.0300841	0.00659229	0.0100603	0.0103136	0.013396	0.00869698	0.000603644	0.000785158	0.00226339	0.0469744	0.0040865	0.00750307	6.237123
7488	-3784.101	-3931.289	147.1876	0.199313	0.41075	0.58925	0.800687	1.828859	0.221127	0.0344778	0.0537927	0.0749347	0.0565026	0.0149819	0.0478836	0.0247704	0.0517148	0.0652576	0.044237	0.121633	0.0269439	0.0513959	0.148205	0.0962064	0.108261	0.0484555	0.142526	0.0699441	0.0978574	0.189612	0.0598609	0.000149552	0.00339709	0.0315028	0.0546382	0.0297728	0.065412	0.0155805	0.0442694	0.00898188	0.0836709	0.0600681	0.0491679	0.0421563	0.0585167	0.212591	0.0246719	0.00639744	0.00785374	0.00988891	0.0125456	0.00489613	0.0304207	0.0264439	0.0640768	0.0305573	0.0050662	0.116264	0.0143776	0.0208019	0.0893027	0.0489237	0.056394	0.0662046	0.0195975	0.0196292	0.0113444	0.0182103	0.05515	0.121087	0.0304349	0.07886	0.0789091	0.0893627	0.135017	0.267187	0.000978894	0.0358647	0.0563949	0.0500815	0.0628915	0.277687	0.0166618	0.0470166	0.0218192	0.0527515	0.00328857	0.022478	0.0669649	0.0629993	0.00706274	0.0334926	0.016399	0.0334677	0.229267	0.0224742	0.0279929	0.177701	0.219816	0.260095	0.342388	0.242353	0.500949	0.806011	1.24068	1.99621	4.12621	1.024849	0.0415779	0.00648277	0.0101145	0.0140898	0.0106241	0.00281701	0.00900345	0.00465752	0.00972382	0.0122702	0.00831778	0.0228704	0.00506621	0.00966385	0.0278667	0.0180895	0.0203561	0.00911098	0.0267988	0.0131514	0.0183999	0.0356524	0.0112555	2.812e-05	0.000638747	0.0059234	0.0102735	0.0055981	0.0122993	0.00292957	0.00832388	0.00168884	0.0157324	0.0112945	0.00924493	0.00792655	0.0110028	0.039973	0.00463899	0.00120289	0.00147672	0.00185939	0.00235893	0.000920607	0.00571993	0.00497219	0.0120482	0.00574562	0.000952586	0.0218609	0.00270339	0.00391132	0.0167914	0.009199	0.0106036	0.0124483	0.00368488	0.00369082	0.00213306	0.00342403	0.0103697	0.0227677	0.0057226	0.0148279	0.0148371	0.0168027	0.0253869	0.0502385	0.000184059	0.00674355	0.0106038	0.0094167	0.0118253	0.0522129	0.00313288	0.00884043	0.0041026	0.00991874	0.000618342	0.00422648	0.0125912	0.0118456	0.00132799	0.00629754	0.00308346	0.00629285	0.0431085	0.00422578	0.00526343	5.318367
7524	-3784.506	-3931.254	146.7476	0.181997	0.403497	0.596502	0.818003	1.586242	0.174999	0.0240353	0.0919548	0.0250186	0.0398939	0.059977	0.00165294	0.0475128	0.0389911	0.0660605	0.0295467	0.107651	0.0282685	0.0339003	0.106368	0.097033	0.20208	0.141643	0.190487	0.0386605	0.0826166	0.0666447	0.0792258	0.00953332	0.000709939	0.0474005	0.104301	0.0243565	0.0708477	0.0434009	0.0553599	0.00211986	0.125549	0.0891498	0.0498223	0.0222476	0.0830686	0.15077	0.024656	0.00651837	0.0226531	0.0180239	0.025789	0.0123827	0.0161417	0.0288198	0.043652	0.0450206	0.0142103	0.127181	0.0280082	0.0256393	0.0340415	0.0550335	0.115556	0.0692482	0.00148169	0.0197431	0.0317742	0.00600418	0.0941542	0.156469	0.0210134	0.114401	0.0779949	0.121404	0.0558889	0.37825	0.0107909	0.0658595	0.0658567	0.0788471	0.0523108	0.361545	0.0165015	0.050549	0.0179578	0.0563397	0.025014	0.0287321	0.0642475	0.0353989	0.0319433	0.00518445	0.0334575	0.0312375	0.19309	0.0393011	0.0318097	0.0935212	0.363502	0.298063	0.244914	0.289967	0.546746	0.828312	1.20727	1.829	3.44867	0.8951517	0.0304877	0.00418734	0.01602	0.00435866	0.00695017	0.010449	0.00028797	0.00827751	0.00679289	0.0115088	0.00514751	0.0187545	0.00492484	0.005906	0.018531	0.0169048	0.0352057	0.0246765	0.033186	0.00673529	0.0143932	0.0116106	0.0138024	0.00166086	0.000123683	0.00825794	0.018171	0.0042433	0.0123428	0.00756115	0.00964461	0.000369314	0.0218727	0.0155314	0.00867987	0.0038759	0.0144719	0.0262665	0.00429548	0.00113561	0.00394654	0.00314006	0.00449286	0.00215728	0.00281215	0.00502088	0.00760489	0.00784334	0.00247567	0.022157	0.00487949	0.00446679	0.00593059	0.00958774	0.0201318	0.0120642	0.000258134	0.00343957	0.00553559	0.00104603	0.0164032	0.0272595	0.00366089	0.0199305	0.013588	0.0211506	0.00973676	0.0658974	0.00187996	0.0114738	0.0114733	0.0137365	0.0091134	0.0629872	0.00287482	0.00880646	0.00312854	0.0098153	0.00435785	0.0050056	0.011193	0.00616707	0.00556505	0.000903216	0.00582885	0.00544209	0.0336395	0.0068469	0.00554178	5.739987
7560	-3785.561	-3932.084	146.5231	0.227511	0.421611	0.578389	0.772488	2.323567	0.229221	0.0741946	0.106623	0.0105496	0.0648499	0.03143	0.0253642	0.0336362	0.0562115	0.050152	0.0467714	0.118155	0.0543228	0.107785	0.119246	0.0620228	0.119375	0.165117	0.17105	0.0210268	0.0723866	0.118315	0.0371065	0.00533854	0.0201696	0.026519	0.0780432	0.0280746	0.0654282	0.0371035	0.0694816	0.0153378	0.0591053	0.104438	0.0558177	0.0124557	0.103256	0.171946	0.0446387	0.00490969	0.015501	0.0360112	0.0260772	0.00890211	0.0134676	0.0174363	0.00545759	0.0360813	0.0221875	0.0375493	0.0160465	0.0588803	0.0746448	0.0859062	0.0515515	0.040065	0.00534446	0.0262929	0.00849841	0.00563595	0.0338984	0.122642	0.0238655	0.0373655	0.0431519	0.144884	0.198592	0.253704	0.00655519	0.100722	0.0836209	0.0546811	0.0567891	0.364827	0.0105928	0.0568427	0.0179661	0.0532944	0.00583256	0.0133842	0.0831759	0.0617337	0.0299896	0.00737312	0.00358297	0.0243444	0.146161	0.0123842	0.0698763	0.0390237	0.670692	0.00072543	0.289559	0.259295	0.517733	0.814341	1.22799	1.9315	3.85661	0.9759903	0.0415982	0.0134646	0.0193496	0.0019145	0.0117688	0.00570382	0.00460302	0.00610418	0.0102011	0.00910143	0.00848792	0.0214424	0.00985833	0.0195605	0.0216404	0.0112557	0.0216638	0.029965	0.0310416	0.00381588	0.0131365	0.0214714	0.00673398	0.000968822	0.00366032	0.00481259	0.014163	0.00509489	0.0118737	0.00673343	0.0126093	0.00278345	0.0107262	0.0189532	0.0101296	0.00226042	0.0187385	0.0312042	0.00810089	0.000890995	0.00281308	0.00653519	0.00473241	0.00161553	0.00244406	0.00316428	0.000990426	0.00654793	0.00402651	0.00681433	0.00291206	0.0106854	0.0135463	0.01559	0.0093554	0.00727087	0.000969895	0.00477155	0.00154226	0.00102279	0.00615178	0.0222567	0.00433103	0.00678098	0.00783108	0.0262931	0.0360398	0.0460414	0.00118962	0.0182788	0.0151753	0.00992336	0.0103059	0.0662077	0.00192235	0.0103156	0.00326043	0.0096717	0.00105848	0.00242891	0.0150945	0.0112032	0.00544242	0.00133805	0.000650226	0.00441794	0.0265248	0.00224744	0.0126809	5.510345
7596	-3780.374	-3928.227	147.8534	0.228575	0.422001	0.577999	0.771426	2.345214	0.187147	0.0802866	0.0349657	0.0299565	0.0504748	0.00977113	0.00289613	0.0359666	0.048043	0.0105	0.0193246	0.0738828	0.0291124	0.0836258	0.116038	0.0702062	0.0966974	0.0872985	0.130507	0.0334395	0.106184	0.162036	0.0636397	0.00784152	0.00226475	0.0738464	0.0628953	0.023161	0.0605504	0.0132916	0.0502542	0.0346987	0.0882231	0.0526365	0.0558149	0.00727296	0.0940904	0.13003	0.0237139	0.00806287	0.00511628	0.00890736	0.038837	0.000881562	0.0141049	0.012458	0.0226374	0.0196608	0.01435	0.0705897	0.0281262	0.0197003	0.0716215	0.0485329	0.10612	0.00305103	0.00085447	0.00292819	0.0314367	0.0464776	0.059221	0.169035	0.0176391	0.0217983	0.0584066	0.184131	0.0288742	0.202795	0.0202154	0.0359477	0.073955	0.0475301	0.0387845	0.276876	0.00411266	0.0494742	0.0328851	0.0206317	0.00458738	0.0113024	0.0403749	0.0478576	0.0402601	0.000537566	0.00850017	0.00581082	0.233839	0.0239793	0.0399776	0.207004	0.480453	0.00124186	0.311302	0.22988	0.488206	0.799558	1.25069	2.04832	4.35009	1.063053	0.0396802	0.0170229	0.00741367	0.00635159	0.010702	0.00207174	0.000614058	0.00762589	0.0101864	0.00222628	0.00409733	0.0156652	0.00617261	0.0177309	0.0246032	0.0148856	0.0205025	0.0185096	0.0276709	0.00709008	0.0225138	0.0343559	0.0134933	0.00166261	0.000480188	0.0156574	0.0133355	0.00491076	0.0128383	0.00281819	0.0106552	0.00735706	0.0187057	0.0111604	0.0118343	0.00154206	0.0199497	0.0275699	0.00502798	0.00170955	0.00108479	0.0018886	0.00823449	0.000186915	0.00299063	0.00264144	0.00479973	0.00416862	0.00304258	0.0149669	0.00596351	0.00417699	0.0151857	0.0102903	0.0225004	0.000646901	0.000181171	0.000620855	0.00666543	0.00985451	0.0125564	0.03584	0.00373996	0.00462183	0.0123838	0.0390407	0.00612211	0.042998	0.00428622	0.00762189	0.0156805	0.0100777	0.00822337	0.0587053	0.000871995	0.0104899	0.00697254	0.00437448	0.000972649	0.00239642	0.00856057	0.0101471	0.00853624	0.000113979	0.00180227	0.00123205	0.0495802	0.00508427	0.00847634	4.71638
7632	-3794.157	-3939.349	145.1921	0.232663	0.423488	0.576512	0.767336	2.430816	0.362786	0.109117	0.0313546	0.0145545	0.0874474	0.0442301	0.0257214	0.0175516	0.092593	0.0625924	0.0495044	0.120336	0.0732873	0.100946	0.0587653	0.102894	0.100208	0.0852605	0.185774	0.0384024	0.121989	0.167707	0.0430379	0.00345157	0.0050366	0.100311	0.061949	0.0250539	0.12807	0.0621247	0.0660507	0.045965	0.0775158	0.0621804	0.0982153	0.0131776	0.0655881	0.258825	0.0137192	0.015262	0.00530064	0.0285074	0.0500891	0.00755264	0.00839335	0.0199819	0.0353722	0.00469114	0.027795	0.0926398	0.0306491	0.00854825	0.0934113	0.0914042	0.129348	0.00923837	0.00862479	0.0502075	0.0300077	0.079268	0.0336566	0.262289	0.0204996	0.0880409	0.0929642	0.223349	0.0431473	0.260323	0.00704815	0.0508538	0.0971144	0.0752552	0.0251971	0.324287	0.00408288	0.0521587	0.016407	0.0410059	0.0219841	0.010162	0.0573839	0.0408209	0.0436514	0.00729281	0.0063562	0.0482624	0.290545	0.0126472	0.027206	0.19103	0.331414	0.00457113	0.472984	0.330733	0.582973	0.845058	1.18335	1.71535	3.02358	0.8000342	0.0576439	0.0173378	0.00498199	0.0023126	0.0138947	0.00702781	0.00408693	0.00278881	0.0147123	0.00994543	0.00786585	0.0191204	0.0116448	0.0160395	0.00933735	0.016349	0.0159223	0.0135472	0.0295181	0.00610183	0.0193831	0.0266473	0.00683839	0.000548428	0.000800276	0.0159386	0.00984321	0.00398087	0.0203493	0.00987112	0.0104949	0.00730348	0.0123166	0.00987998	0.0156056	0.00209382	0.0104214	0.0411252	0.00217988	0.00242501	0.00084223	0.00452961	0.00795876	0.00120006	0.00133364	0.00317497	0.00562036	0.000745385	0.00441641	0.0147197	0.0048699	0.00135825	0.0148423	0.0145234	0.0205524	0.0014679	0.00137041	0.00797757	0.00476799	0.0125951	0.00534777	0.0416757	0.00325723	0.013989	0.0147713	0.0354884	0.00685577	0.0413633	0.0011199	0.00808027	0.0154307	0.0119575	0.00400362	0.0515266	0.000648738	0.00828761	0.00260694	0.00651552	0.0034931	0.00161466	0.00911785	0.00648613	0.00693587	0.00115877	0.00100995	0.00766852	0.0461653	0.00200954	0.00432283	6.293576
